externalId,name,category,brand,calories,protein,carbs,fat,fiber,sodium,baseQuantity,baseUnit,unitWeightG,portionWeightG,source,language,isActive,catalogOrigin,sourceFoodNumber
TACO0058,"Pastel, de queijo, frito",Cereais e derivados,,422,8.7,48.1,22.7,0.9,821,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,58
TACO0059,"Pastel, massa, crua",Cereais e derivados,,310,6.9,57.4,5.5,1.4,1344,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,59
TACO0060,"Pastel, massa, frita",Cereais e derivados,,570,6,49.3,40.9,1.3,1175,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,60
TACO0061,"Pipoca, com óleo de soja, sem sal",Cereais e derivados,,448,9.9,70.3,15.9,14.3,4,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,61
TACO0062,"Polenta, pré-cozida",Cereais e derivados,,103,2.3,23.3,0.3,2.4,442,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,62
TACO0063,"Torrada, pão francês",Cereais e derivados,,377,10.5,74.6,3.3,3.4,829,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,63
TACO0065,"Abóbora, cabotian, crua","Verduras, hortaliças e derivados",,39,1.7,8.4,0.5,2.2,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,65
TACO0066,"Abóbora, menina brasileira, crua","Verduras, hortaliças e derivados",,14,0.6,3.3,0.00001,1.2,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,66
TACO0067,"Abóbora, moranga, crua","Verduras, hortaliças e derivados",,12,1,2.7,0.1,1.7,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,67
TACO0068,"Abóbora, moranga, refogada","Verduras, hortaliças e derivados",,29,0.4,6,0.8,1.5,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,68
TACO0069,"Abóbora, pescoço, crua","Verduras, hortaliças e derivados",,24,0.7,6.1,0.1,2.3,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,69
TACO0071,"Abobrinha, italiana, crua","Verduras, hortaliças e derivados",,19,1.1,4.3,0.1,1.4,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,71
TACO0072,"Abobrinha, italiana, refogada","Verduras, hortaliças e derivados",,24,1.1,4.2,0.8,1.4,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,72
TACO0073,"Abobrinha, paulista, crua","Verduras, hortaliças e derivados",,31,0.6,7.9,0.1,2.6,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,73
TACO0074,"Acelga, crua","Verduras, hortaliças e derivados",,21,1.4,4.6,0.1,1.1,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,74
TACO0075,"Agrião, cru","Verduras, hortaliças e derivados",,17,2.7,2.3,0.2,2.1,7,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,75
TACO0076,"Aipo, cru","Verduras, hortaliças e derivados",,19,0.8,4.3,0.1,1,10,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,76
TACO0077,"Alface, americana, crua","Verduras, hortaliças e derivados",,9,0.6,1.7,0.1,1,7,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,77
TACO0078,"Alface, crespa, crua","Verduras, hortaliças e derivados",,11,1.3,1.7,0.2,1.8,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,78
TACO0080,"Alface, roxa, crua","Verduras, hortaliças e derivados",,13,0.9,2.5,0.2,2,7,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,80
TACO0081,"Alfavaca, crua","Verduras, hortaliças e derivados",,29,2.7,5.2,0.5,4.1,5,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,81
TACO0083,"Alho-poró, cru","Verduras, hortaliças e derivados",,32,1.4,6.9,0.1,2.5,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,83
TACO0084,"Almeirão, cru","Verduras, hortaliças e derivados",,18,1.8,3.3,0.2,2.6,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,84
TACO0085,"Almeirão, refogado","Verduras, hortaliças e derivados",,65,1.7,5.7,4.8,3.4,15,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,85
TACO0086,"Batata, baroa, cozida","Verduras, hortaliças e derivados",,80,0.9,18.9,0.2,1.8,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,86
TACO0087,"Batata, baroa, crua","Verduras, hortaliças e derivados",,101,1,24,0.2,2.1,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,87
TACO0089,"Batata, doce, crua","Verduras, hortaliças e derivados",,118,1.3,28.2,0.1,2.6,9,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,89
TACO0090,"Batata, frita, tipo chips, industrializada","Verduras, hortaliças e derivados",,543,5.6,51.2,36.6,2.5,607,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,90
TACO0092,"Batata, inglesa, crua","Verduras, hortaliças e derivados",,64,1.8,14.7,0.00001,1.2,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,92
TACO0093,"Batata, inglesa, frita","Verduras, hortaliças e derivados",,267,5,35.6,13.1,8.1,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,93
TACO0094,"Batata, inglesa, sauté","Verduras, hortaliças e derivados",,68,1.3,14.1,0.9,1.4,8,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,94
TACO0096,"Berinjela, crua","Verduras, hortaliças e derivados",,20,1.2,4.4,0.1,2.9,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,96
TACO0099,"Biscoito, polvilho doce","Verduras, hortaliças e derivados",,438,1.3,80.5,12.2,1.2,98,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,99
TACO0101,"Brócolis, cru","Verduras, hortaliças e derivados",,25,3.6,4,0.3,2.9,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,101
TACO0102,"Cará, cozido","Verduras, hortaliças e derivados",,78,1.5,18.9,0.1,2.6,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,102
TACO0103,"Cará, cru","Verduras, hortaliças e derivados",,96,2.3,23,0.1,7.3,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,103
TACO0104,"Caruru, cru","Verduras, hortaliças e derivados",,34,3.2,6,0.6,4.5,14,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,104
TACO0105,"Catalonha, crua","Verduras, hortaliças e derivados",,24,1.9,4.8,0.3,2,9,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,105
TACO0106,"Catalonha, refogada","Verduras, hortaliças e derivados",,63,2,4.8,4.8,3.7,25,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,106
TACO0108,"Cebolinha, crua","Verduras, hortaliças e derivados",,20,1.9,3.4,0.4,3.6,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,108
TACO0111,"Chicória, crua","Verduras, hortaliças e derivados",,14,1.1,2.9,0.1,2.2,14,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,111
TACO0113,"Chuchu, cru","Verduras, hortaliças e derivados",,17,0.7,4.1,0.1,1.3,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,113
TACO0114,"Coentro, folhas desidratadas","Verduras, hortaliças e derivados",,309,20.9,48,10.4,37.3,18,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,114
TACO0116,"Couve, manteiga, refogada","Verduras, hortaliças e derivados",,90,1.7,8.7,6.6,5.7,11,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,116
TACO0117,"Couve-flor, crua","Verduras, hortaliças e derivados",,23,1.9,4.5,0.2,2.4,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,117
TACO0119,"Espinafre, Nova Zelândia, cru","Verduras, hortaliças e derivados",,16,2,2.6,0.2,2.1,17,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,119
TACO0120,"Espinafre, Nova Zelândia, refogado","Verduras, hortaliças e derivados",,67,2.7,4.2,5.4,2.5,47,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,120
TACO0121,"Farinha, de mandioca, crua","Verduras, hortaliças e derivados",,361,1.6,87.9,0.3,6.4,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,121
TACO0122,"Farinha, de mandioca, torrada","Verduras, hortaliças e derivados",,365,1.2,89.2,0.3,6.5,10,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,122
TACO0123,"Farinha, de puba","Verduras, hortaliças e derivados",,360,1.6,87.3,0.5,4.2,4,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,123
TACO0124,"Fécula, de mandioca","Verduras, hortaliças e derivados",,331,0.5,81.1,0.3,0.6,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,124
TACO0125,"Feijão, broto, cru","Verduras, hortaliças e derivados",,39,4.2,7.8,0.1,2,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,125
TACO0126,"Inhame, cru","Verduras, hortaliças e derivados",,97,2.1,23.2,0.2,1.7,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,126
TACO0127,"Jiló, cru","Verduras, hortaliças e derivados",,27,1.4,6.2,0.2,4.8,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,127
TACO0128,"Jurubeba, crua","Verduras, hortaliças e derivados",,126,4.4,23.1,3.9,23.9,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,128
TACO0130,"Mandioca, crua","Verduras, hortaliças e derivados",,151,1.1,36.2,0.3,1.9,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,130
TACO0131,"Mandioca, farofa, temperada","Verduras, hortaliças e derivados",,406,2.1,80.3,9.1,7.8,575,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,131
TACO0132,"Mandioca, frita","Verduras, hortaliças e derivados",,300,1.4,50.3,11.2,1.9,9,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,132
TACO0133,"Manjericão, cru","Verduras, hortaliças e derivados",,21,2,3.6,0.4,3.3,4,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,133
TACO0134,"Maxixe, cru","Verduras, hortaliças e derivados",,14,1.4,2.7,0.1,2.2,11,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,134
TACO0135,"Mostarda, folha, crua","Verduras, hortaliças e derivados",,18,2.1,3.2,0.2,1.9,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,135
TACO0136,"Nhoque, batata, cozido","Verduras, hortaliças e derivados",,181,5.9,36.8,1.9,1.8,7,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,136
TACO0137,"Nabo, cru","Verduras, hortaliças e derivados",,18,1.2,4.1,0.1,2.6,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,137
TACO0138,"Palmito, juçara, em conserva","Verduras, hortaliças e derivados",,23,1.8,4.3,0.4,3.2,514,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,138
TACO0139,"Palmito, pupunha, em conserva","Verduras, hortaliças e derivados",,29,2.5,5.5,0.5,2.6,563,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,139
TACO0141,"Pão, de queijo, cru","Verduras, hortaliças e derivados",,295,3.6,38.5,14,1,405,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,141
TACO0143,"Pimentão, amarelo, cru","Verduras, hortaliças e derivados",,28,1.2,6,0.4,1.9,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,143
TACO0146,"Polvilho, doce","Verduras, hortaliças e derivados",,351,0.4,86.8,0.00001,0.2,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,146
TACO0147,"Quiabo, cru","Verduras, hortaliças e derivados",,30,1.9,6.4,0.3,4.6,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,147
TACO0148,"Rabanete, cru","Verduras, hortaliças e derivados",,14,1.4,2.7,0.1,2.2,11,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,148
TACO0150,"Repolho, roxo, cru","Verduras, hortaliças e derivados",,31,1.9,7.2,0.1,2,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,150
TACO0151,"Repolho, roxo, refogado","Verduras, hortaliças e derivados",,42,1.8,7.6,1.2,1.8,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,151
TACO0152,"Rúcula, crua","Verduras, hortaliças e derivados",,13,1.8,2.2,0.1,1.7,9,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,152
TACO0153,"Salsa, crua","Verduras, hortaliças e derivados",,33,3.3,5.7,0.6,1.9,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,153
TACO0154,"Seleta de legumes, enlatada","Verduras, hortaliças e derivados",,57,3.4,12.7,0.4,3.1,398,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,154
TACO0155,"Serralha, crua","Verduras, hortaliças e derivados",,30,2.7,4.9,0.7,3.5,19,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,155
TACO0156,"Taioba, crua","Verduras, hortaliças e derivados",,34,2.9,5.4,0.9,4.5,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,156
TACO0157,"Tomate, com semente, cru","Verduras, hortaliças e derivados",,15,1.1,3.1,0.2,1.2,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,157
TACO0158,"Tomate, extrato","Verduras, hortaliças e derivados",,61,2.4,15,0.2,2.8,498,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,158
TACO0159,"Tomate, molho industrializado","Verduras, hortaliças e derivados",,38,1.4,7.7,0.9,3.1,418,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,159
TACO0160,"Tomate, purê","Verduras, hortaliças e derivados",,28,1.4,6.9,0.00001,1,104,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,160
TACO0161,"Tomate, salada","Verduras, hortaliças e derivados",,21,0.8,5.1,0.00001,2.3,5,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,161
TACO0162,"Vagem, crua","Verduras, hortaliças e derivados",,25,1.8,5.3,0.2,2.4,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,162
TACO0165,"Abacaxi, polpa, congelada",Frutas e derivados,,31,0.5,7.8,0.1,0.3,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,165
TACO0166,"Abiu, cru",Frutas e derivados,,62,0.8,14.9,0.7,1.7,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,166
TACO0167,"Açaí, polpa, com xarope de guaraná e glucose",Frutas e derivados,,110,0.7,21.5,3.7,1.7,15,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,167
TACO0170,"Acerola, polpa, congelada",Frutas e derivados,,22,0.6,5.5,0.00001,0.7,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,170
TACO0171,"Ameixa, calda, enlatada",Frutas e derivados,,183,0.4,46.9,0.00001,0.5,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,171
TACO0172,"Ameixa, crua",Frutas e derivados,,53,0.8,13.9,0.00001,2.4,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,172
TACO0173,"Ameixa, em calda, enlatada, drenada",Frutas e derivados,,177,1,47.7,0.3,4.5,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,173
TACO0174,"Atemóia, crua",Frutas e derivados,,97,1,25.3,0.3,2.1,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,174
TACO0175,"Banana, da terra, crua",Frutas e derivados,,128,1.4,33.7,0.2,1.5,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,175
TACO0176,"Banana, doce em barra",Frutas e derivados,,280,2.2,75.7,0.1,3.8,10,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,176
TACO0177,"Banana, figo, crua",Frutas e derivados,,105,1.1,27.8,0.1,2.8,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,177
TACO0178,"Banana, maçã, crua",Frutas e derivados,,87,1.8,22.3,0.1,2.6,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,178
TACO0180,"Banana, ouro, crua",Frutas e derivados,,112,1.5,29.3,0.2,2,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,180
TACO0181,"Banana, pacova, crua",Frutas e derivados,,78,1.2,20.3,0.1,2,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,181
TACO0183,"Cacau, cru",Frutas e derivados,,74,1,19.4,0.1,2.2,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,183
TACO0184,"Cajá-Manga, cru",Frutas e derivados,,46,1.3,11.4,0.00001,2.6,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,184
TACO0185,"Cajá, polpa, congelada",Frutas e derivados,,26,0.6,6.4,0.2,1.4,7,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,185
TACO0186,"Caju, cru",Frutas e derivados,,43,1,10.3,0.3,1.7,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,186
TACO0187,"Caju, polpa, congelada",Frutas e derivados,,37,0.5,9.4,0.2,0.8,4,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,187
TACO0188,"Caju, suco concentrado, envasado",Frutas e derivados,,45,0.4,10.7,0.2,0.6,45,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,188
TACO0189,"Caqui, chocolate, cru",Frutas e derivados,,71,0.4,19.3,0.1,6.5,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,189
TACO0190,"Carambola, crua",Frutas e derivados,,46,0.9,11.5,0.2,2,4,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,190
TACO0191,"Ciriguela, crua",Frutas e derivados,,76,1.4,18.9,0.4,3.9,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,191
TACO0192,"Cupuaçu, cru",Frutas e derivados,,49,1.2,10.4,1,3.1,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,192
TACO0193,"Cupuaçu, polpa, congelada",Frutas e derivados,,49,0.8,11.4,0.6,1.6,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,193
TACO0194,"Figo, cru",Frutas e derivados,,41,1,10.2,0.2,1.8,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,194
TACO0195,"Figo, enlatado, em calda",Frutas e derivados,,184,0.6,50.3,0.2,2,7,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,195
TACO0196,"Fruta-pão, crua",Frutas e derivados,,67,1.1,17.2,0.2,5.5,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,196
TACO0197,"Goiaba, branca, com casca, crua",Frutas e derivados,,52,0.9,12.4,0.5,6.3,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,197
TACO0198,"Goiaba, doce em pasta",Frutas e derivados,,269,0.6,74.1,0,3.7,4,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,198
TACO0199,"Goiaba, doce, cascão",Frutas e derivados,,286,0.4,78.7,0.1,4.4,11,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,199
TACO0201,"Graviola, crua",Frutas e derivados,,62,0.8,15.8,0.2,1.9,4,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,201
TACO0202,"Graviola, polpa, congelada",Frutas e derivados,,38,0.6,9.8,0.1,1.2,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,202
TACO0203,"Jabuticaba, crua",Frutas e derivados,,58,0.6,15.3,0.1,2.3,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,203
TACO0204,"Jaca, crua",Frutas e derivados,,88,1.4,22.5,0.3,2.4,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,204
TACO0205,"Jambo, cru",Frutas e derivados,,27,0.9,6.5,0.1,5.1,22,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,205
TACO0206,"Jamelão, cru",Frutas e derivados,,41,0.5,10.6,0.1,1.8,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,206
TACO0207,"Kiwi, cru",Frutas e derivados,,51,1.3,11.5,0.6,2.7,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,207
TACO0208,"Laranja, baía, crua",Frutas e derivados,,45,1,11.5,0.1,1.1,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,208
TACO0209,"Laranja, baía, suco",Frutas e derivados,,37,0.7,8.7,0.00001,0.00001,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,209
TACO0210,"Laranja, da terra, crua",Frutas e derivados,,51,1.1,12.9,0.2,4,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,210
TACO0211,"Laranja, da terra, suco",Frutas e derivados,,41,0.7,9.6,0.1,1,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,211
TACO0212,"Laranja, lima, crua",Frutas e derivados,,46,1.1,11.5,0.1,1.8,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,212
TACO0213,"Laranja, lima, suco",Frutas e derivados,,39,0.7,9.2,0.1,0.4,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,213
TACO0215,"Laranja, pêra, suco",Frutas e derivados,,33,0.7,7.6,0.1,0.00001,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,215
TACO0216,"Laranja, valência, crua",Frutas e derivados,,46,0.8,11.7,0.2,1.7,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,216
TACO0217,"Laranja, valência, suco",Frutas e derivados,,36,0.5,8.6,0.1,0.4,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,217
TACO0218,"Limão, cravo, suco",Frutas e derivados,,14,0.3,5.2,0.00001,0.00001,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,218
TACO0219,"Limão, galego, suco",Frutas e derivados,,22,0.6,7.3,0.1,0.00001,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,219
TACO0220,"Limão, tahiti, cru",Frutas e derivados,,32,0.9,11.1,0.1,1.2,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,220
TACO0221,"Maçã, Argentina, com casca, crua",Frutas e derivados,,63,0.2,16.6,0.2,2,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,221
TACO0222,"Maçã, Fuji, com casca, crua",Frutas e derivados,,56,0.3,15.2,0.00001,1.3,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,222
TACO0223,"Macaúba, crua",Frutas e derivados,,404,2.1,13.9,40.7,13.4,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,223
TACO0224,"Mamão, doce em calda, drenado",Frutas e derivados,,196,0.2,54,0.1,1.3,3,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,224
TACO0226,"Mamão, Papaia, cru",Frutas e derivados,,40,0.5,10.4,0.1,1,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,226
TACO0227,"Mamão verde, doce em calda, drenado",Frutas e derivados,,209,0.3,57.6,0.1,1.2,5,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,227
TACO0228,"Manga, Haden, crua",Frutas e derivados,,64,0.4,16.7,0.3,1.6,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,228
TACO0230,"Manga, polpa, congelada",Frutas e derivados,,48,0.4,12.5,0.2,1.1,7,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,230
TACO0231,"Manga, Tommy Atkins, crua",Frutas e derivados,,51,0.9,12.8,0.2,2.1,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,231
TACO0232,"Maracujá, cru",Frutas e derivados,,68,2,12.3,2.1,1.1,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,232
TACO0233,"Maracujá, polpa, congelada",Frutas e derivados,,39,0.8,9.6,0.2,0.5,8,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,233
TACO0234,"Maracujá, suco concentrado, envasado",Frutas e derivados,,42,0.8,9.6,0.2,0.4,22,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,234
TACO0237,"Mexerica, Murcote, crua",Frutas e derivados,,58,0.9,14.9,0.1,3.1,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,237
TACO0238,"Mexerica, Rio, crua",Frutas e derivados,,37,0.7,9.3,0.1,2.7,2,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,238
TACO0240,"Nêspera, crua",Frutas e derivados,,43,0.3,11.5,0.00001,3,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,240
TACO0241,"Pequi, cru",Frutas e derivados,,205,2.3,13,18,19,0.00001,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,241
TACO0242,"Pêra, Park, crua",Frutas e derivados,,61,0.2,16.1,0.2,3,1,100,g,,,TACO 4ª ed. NEPA/UNICAMP,pt-BR,true,taco,242
